run,cindex,pearson,spearman,mse,mae,rmse
DGM_davis0D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.7604957959117081,0.5074166361960291,0.4880557945875629,0.7899633560405003,0.5045533987507759,0.8887988276547738
DGM_davis2D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.7766413950490045,0.4809036117056705,0.5211140501386226,0.8209668727190276,0.5056958898068159,0.906072222683726
DGM_davis3D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.7487323569555477,0.4373251804322002,0.4659790811104093,0.8641685761814115,0.5812529990799629,0.929606678214723
DGM_davis1D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.7882312387834606,0.5814898274925953,0.539606500881958,0.6954483888899063,0.4763443782989743,0.8339354824504749
DGM_davis4D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.770028362176337,0.485165974095078,0.5055126264655252,0.8178595017482873,0.5139869788455826,0.904355849070645
GVPLM_davis0D_nomsaF_binaryE_128B_0.00020535607176845963LR_0.08845592454543601D_2000E_gvpLF_binaryLE,0.7482588250040787,0.4191458736488045,0.4654648560339079,0.916438806542663,0.5086004597213724,0.9573081042917494
GVPLM_davis1D_nomsaF_binaryE_128B_0.00020535607176845963LR_0.08845592454543601D_2000E_gvpLF_binaryLE,0.6468906559014417,0.2941056073867227,0.2779337470015688,1.0269896906785398,0.5577064489189487,1.0134049983489029
GVPLM_davis3D_nomsaF_binaryE_128B_0.00020535607176845963LR_0.08845592454543601D_2000E_gvpLF_binaryLE,0.7471535855123098,0.441710216665843,0.4613052477455492,0.8885834379930146,0.5305747291450008,0.9426470378635976
GVPLM_davis2D_nomsaF_binaryE_128B_0.00020535607176845963LR_0.08845592454543601D_2000E_gvpLF_binaryLE,0.7296485716445884,0.4054334215308577,0.4335391243636884,0.9631544322037824,0.5330878745876734,0.9814043163771914
GVPLM_davis4D_nomsaF_binaryE_128B_0.00020535607176845963LR_0.08845592454543601D_2000E_gvpLF_binaryLE,0.7766749700560678,0.49090463554510744,0.517758159045675,0.8430872429869354,0.5006691044680186,0.9181978234492475
