run,cindex,pearson,spearman,mse,mae,rmse
DGM_davis0D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.8174366987963239,0.6808973439070014,0.5780986864623106,0.374029119754687,0.3416232488841833,0.6115792015386781
DGM_davis1D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.8359138385559401,0.7212884148849212,0.6093121108415754,0.3444294398275105,0.3380570360012467,0.5868811121747832
DGM_davis2D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.811306156371881,0.6771836874485692,0.5650256869521153,0.3933000326926663,0.333361968167426,0.6271363748760442
DGM_davis3D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.8148631243802541,0.717113315384429,0.571925536761479,0.3422128815756367,0.3177703711270548,0.5849896422806448
DGM_davis4D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.8196459665927316,0.694403802004145,0.5825760745508323,0.3702764201890446,0.33563001218595,0.6085034266041931
DGM_davis0D_nomsaF_aflowE_128B_0.0008279387625584954LR_0.3480347297724069D_2000E_originalLF_binaryLE,0.7936510071795485,0.628767072325098,0.5217398281378556,0.3566859747000747,0.3591853688744937,0.597231927060229
DGM_davis1D_nomsaF_aflowE_128B_0.0008279387625584954LR_0.3480347297724069D_2000E_originalLF_binaryLE,0.8009815205097928,0.6035635252189794,0.5304746622864567,0.4253406250688673,0.364227359902625,0.6521814356978182
DGM_davis3D_nomsaF_aflowE_128B_0.0008279387625584954LR_0.3480347297724069D_2000E_originalLF_binaryLE,0.7783955876418098,0.5816462981556966,0.4961723044095886,0.4376154312774337,0.3656365177210639,0.6615250798552038
DGM_davis4D_nomsaF_aflowE_128B_0.0008279387625584954LR_0.3480347297724069D_2000E_originalLF_binaryLE,0.8181456735871336,0.6918684941945846,0.56229516172368,0.3071043302279289,0.2969707269294589,0.554169947063109
DGM_davis2D_nomsaF_aflowE_128B_0.0008279387625584954LR_0.3480347297724069D_2000E_originalLF_binaryLE,0.8014907154138579,0.6425965261636467,0.5354462017864902,0.3606209315377456,0.3375259168007795,0.6005172200176657
DGM_kiba0D_nomsaF_binaryE_128B_0.0001LR_0.4D_2000E_originalLF_binaryLE,0.7476189416085207,0.7148917008987766,0.6299877614860792,0.3746319657859179,0.3958356694230301,0.6120718632529336
DGM_kiba1D_nomsaF_binaryE_128B_0.0001LR_0.4D_2000E_originalLF_binaryLE,0.7073391610819149,0.624956249151526,0.5401876728173656,0.4451318825041403,0.458846963456725,0.667182045999546
DGM_kiba2D_nomsaF_binaryE_128B_0.0001LR_0.4D_2000E_originalLF_binaryLE,0.7401141841678894,0.6795148074510864,0.6127459332278625,0.4004100160666026,0.4095781581139723,0.6327795951724444
DGM_kiba3D_nomsaF_binaryE_128B_0.0001LR_0.4D_2000E_originalLF_binaryLE,0.7396234368040389,0.6913457932090825,0.6201197126448974,0.3934219012917641,0.4068530834848238,0.6272335301080165
DGM_kiba4D_nomsaF_binaryE_128B_0.0001LR_0.4D_2000E_originalLF_binaryLE,0.752441708545282,0.7025492844189518,0.6449954833411846,0.3728163774990898,0.4045171920082104,0.6105869123221442
DGM_kiba0D_nomsaF_aflowE_64B_0.0001139464546302261LR_0.4321620419748407D_2000E_originalLF_binaryLE,0.7599929872587803,0.7067412429690916,0.6593355592769512,0.3962219319168832,0.4099100126533609,0.6294616206861887
DGM_kiba2D_nomsaF_aflowE_64B_0.0001139464546302261LR_0.4321620419748407D_2000E_originalLF_binaryLE,0.7149604681753393,0.6152047008431843,0.5597795125500629,0.4741719822054008,0.4603646989542154,0.6886014683439187
DGM_kiba1D_nomsaF_aflowE_64B_0.0001139464546302261LR_0.4321620419748407D_2000E_originalLF_binaryLE,0.7140873472783476,0.6102548954720128,0.5558196740209606,0.4781851688315759,0.4659358458753446,0.6915093411021834
DGM_kiba3D_nomsaF_aflowE_64B_0.0001139464546302261LR_0.4321620419748407D_2000E_originalLF_binaryLE,0.7164547158247304,0.6084847523640808,0.5607065445063388,0.4802083760845744,0.4646035882672965,0.6929706891958523
DGM_kiba4D_nomsaF_aflowE_64B_0.0001139464546302261LR_0.4321620419748407D_2000E_originalLF_binaryLE,0.7687577053257117,0.7532822502738942,0.6745267167129126,0.3466135049736077,0.3887611475832294,0.5887389107011765
EDIM_davis0D_nomsaF_binaryE_48B_0.0001LR_0.4D_2000E_originalLF_binaryLE,0.8114566611493259,0.7317647125777735,0.6044949818493646,0.3736163373086704,0.3493916191183746,0.611241635778086
