run,cindex,pearson,spearman,mse,mae,rmse
DGM_davis1D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.7926737759530436,0.60451492165075,0.5367714144783929,0.6541247381511348,0.4623859737542357,0.8087797834708376
DGM_davis2D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.6802334756018732,0.4122965513634545,0.3365557862472744,0.9166151092410354,0.5022958078397446,0.9574001823903292
DGM_davis0D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.7482530045928646,0.5197366766877236,0.4542040532006625,0.8050527081134624,0.4461380075332078,0.897247294848785
DGM_davis4D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.7500256488232135,0.4202540848988467,0.463987592348891,0.915000329003,0.5261902546589091,0.9565564954580572
DGM_davis3D_nomsaF_binaryE_128B_0.00012LR_0.24D_2000E_originalLF_binaryLE,0.8124008264671932,0.6416851004316045,0.5726087345262351,0.6139882867658651,0.4181469117893892,0.7835740467663954
GVPLM_davis4D_nomsaF_binaryE_128B_0.00020535607176845963LR_0.08845592454543601D_2000E_gvpLF_binaryLE,0.7534531597279891,0.5219505901659167,0.4665234229987415,0.7990459549406203,0.4326813253593184,0.8938937044976993
GVPLM_davis2D_nomsaF_binaryE_128B_0.00020535607176845963LR_0.08845592454543601D_2000E_gvpLF_binaryLE,0.767553801569662,0.4679799645016079,0.4975432691118115,0.8307167291540061,0.4861246287088877,0.9114366292584504
GVPLM_davis3D_nomsaF_binaryE_128B_0.00020535607176845963LR_0.08845592454543601D_2000E_gvpLF_binaryLE,0.7881126560725141,0.5117816919373207,0.5344788271118109,0.7824263605065905,0.4710016337041163,0.8845486761657555
GVPLM_davis0D_nomsaF_binaryE_128B_0.00020535607176845963LR_0.08845592454543601D_2000E_gvpLF_binaryLE,0.758263866811987,0.4372814709152363,0.4796308343784581,0.8577483542500933,0.5066641469660601,0.9261470478547632
GVPLM_davis1D_nomsaF_binaryE_128B_0.00020535607176845963LR_0.08845592454543601D_2000E_gvpLF_binaryLE,0.6851987657280194,0.293523499357519,0.346229131471335,1.0881947803478098,0.5547743755228379,1.0431657492209998
DGM_davis0D_nomsaF_aflowE_128B_0.0008279387625584954LR_0.3480347297724069D_2000E_originalLF_binaryLE,0.6936121435080361,0.3264373697380284,0.3623624786171266,0.955541722461442,0.5866414782306556,0.9775181443131592
DGM_davis2D_nomsaF_aflowE_128B_0.0008279387625584954LR_0.3480347297724069D_2000E_originalLF_binaryLE,0.6954896081622584,0.3276610988554868,0.3660103054199092,0.9501814404206184,0.5941079377785988,0.9747725070090038
DGM_davis1D_nomsaF_aflowE_128B_0.0008279387625584954LR_0.3480347297724069D_2000E_originalLF_binaryLE,0.6958698762052185,0.3287337103560256,0.3663455614887089,0.9508110868966404,0.5924060765434714,0.9750954245081044
DGM_davis4D_nomsaF_aflowE_128B_0.0008279387625584954LR_0.3480347297724069D_2000E_originalLF_binaryLE,0.6921726461681715,0.328433593374192,0.3581768615124882,0.9489810461762982,0.598616964334737,0.974156581960158
DGM_davis3D_nomsaF_aflowE_128B_0.0008279387625584954LR_0.3480347297724069D_2000E_originalLF_binaryLE,0.691988107981202,0.3206628430008865,0.3595820594502304,0.9616201903122608,0.5948554296233561,0.9806223484666564
GVPLM_davis0D_nomsaF_aflowE_128B_0.00014968791626986144LR_0.00039427600918916277D_2000E_gvpLF_binaryLE,0.7120142318237347,0.3830589592680732,0.400661326698907,0.9422431676298167,0.5708391885333287,0.9706921075345244
GVPLM_davis2D_nomsaF_aflowE_128B_0.00014968791626986144LR_0.00039427600918916277D_2000E_gvpLF_binaryLE,0.6758544466241947,0.3482148623183911,0.3313455573966994,0.9952058429887072,0.5672084597638211,0.9976000415941788
GVPLM_davis1D_nomsaF_aflowE_128B_0.00014968791626986144LR_0.00039427600918916277D_2000E_gvpLF_binaryLE,0.7715096417472135,0.5070999916573449,0.505118493158149,0.8228862016569322,0.521357725135223,0.90713075223858
GVPLM_davis3D_nomsaF_aflowE_128B_0.00014968791626986144LR_0.00039427600918916277D_2000E_gvpLF_binaryLE,0.7784890152525039,0.5548561075227736,0.519896821064786,0.7201384467294399,0.534564816284727,0.8486097140201967
GVPLM_davis4D_nomsaF_aflowE_128B_0.00014968791626986144LR_0.00039427600918916277D_2000E_gvpLF_binaryLE,0.7591851271174638,0.4580465758811774,0.4900725921194249,0.8589132362281114,0.5267642440549613,0.926775720564642
EDIM_davis0D_nomsaF_binaryE_48B_0.0001LR_0.4D_2000E_originalLF_binaryLE,0.8306312738976872,0.7361106276759142,0.5991969853638022,0.4799344828183976,0.3650483090313287,0.6927730384609361
EDIM_davis1D_nomsaF_binaryE_48B_0.0001LR_0.4D_2000E_originalLF_binaryLE,0.8213008531051639,0.658980135244847,0.5928406093578696,0.598288902866782,0.4164140685964707,0.7734913721993169
EDIM_davis2D_nomsaF_binaryE_48B_0.0001LR_0.4D_2000E_originalLF_binaryLE,0.8225446485053062,0.6603442335278025,0.5949532834745241,0.6383847882308629,0.4154985330988705,0.7989898548985856
EDIM_davis3D_nomsaF_binaryE_48B_0.0001LR_0.4D_2000E_originalLF_binaryLE,0.8257508664241492,0.7310753856354779,0.5889781203307795,0.4852039936128347,0.3546071329782175,0.6965658573407361
EDIM_davis4D_nomsaF_binaryE_48B_0.0001LR_0.4D_2000E_originalLF_binaryLE,0.8404380957025455,0.7536920423101249,0.6146193037809486,0.4475845677765498,0.344083449582884,0.6690176139508958
DGM_kiba0D_nomsaF_binaryE_128B_0.0001LR_0.4D_2000E_originalLF_binaryLE,0.7098487012268593,0.5707564567872483,0.5408755032739221,0.4702066637233398,0.456037305701769,0.68571616848616
